GeneID	Name	KSIJ01	KSIJ02	KSIJ03	KSIJ04	KSIJ05	KSIJ06
gene992	yccT	22	17	22	36	35	20
gene993	yccU	44	56	69	160	105	70
gene994	hspQ	223	157	285	396	512	384
gene995	rlmI	600	663	528	406	431	397
gene996	yccX	27	28	32	27	43	34
gene997	tusE	152	136	172	65	90	105
gene998	yccA	2521	2077	3129	1937	3553	3782
gene999	serT	8398	4696	16687	13803	13438	13688
#__no_feature		1384472	1472852	1855685	857285	864864	889257
#__ambiguous		222244	216448	206786	209600	238554	235054
#__too_low_aQual		3210463	2478072	5447044	3287162	2477597	2632738
#__not_aligned		1179206	1131317	1660604	1907652	1662996	1584582
#__alignment_not_unique		0	0	0	0	0	0
